t_ms,sum_junct,D,sat,G,G2,U,sum_junct2,Dz
1770.22,0,0,0,100,453,100,100,0
1773.03,0,0,0,100,419,100,100,0
1775.84,0,0,0,100,342,100,100,0
1778.63,0,0,0,100,292,100,100,0
1781.43,0,0,0,100,251,100,100,0
1784.23,0,0,0,100,228,100,100,0
1787.04,0,0,0,100,240,100,100,0
1789.84,0,0,0,100,190,100,100,0
1792.65,0,0,0,100,81,100,100,0
1795.41,0,0,0,100,79,100,100,0
1798.17,0,0,0,100,16,100,100,0
1800.93,0,0,0,100,-27,100,100,0
1803.70,0,0,0,100,-67,100,100,0
1806.48,0,0,0,100,-122,100,100,0
1809.28,0,0,0,100,-134,100,100,0
1812.10,0,0,0,100,-80,100,100,0
1814.86,0,0,0,100,-51,100,100,0
1817.64,0,0,0,100,-166,100,100,0
1820.44,0,0,0,100,-178,100,100,0
1823.28,0,0,0,100,-178,100,100,0
1826.09,0,0,0,100,-198,100,100,0
1828.92,0,0,0,100,-158,100,100,0
1831.74,0,0,0,100,-115,100,100,0
1834.57,0,0,0,100,-50,100,100,0
1837.35,0,0,0,100,-92,100,100,0
1840.12,0,0,0,100,-107,100,100,0
1842.94,0,0,0,100,-122,100,100,0
1845.77,0,0,0,100,-157,100,100,0
1848.58,0,0,0,100,-179,100,100,0
1851.40,0,0,0,100,-133,100,100,0
1854.23,0,0,0,100,-147,100,100,0
1857.05,0,0,0,100,-126,100,100,0
1859.87,0,0,0,100,-100,100,100,0
1862.69,0,0,0,100,-163,100,100,0
1865.51,0,0,0,100,-156,100,100,0
1868.34,0,0,0,100,-139,100,100,0
1871.16,0,0,0,100,-141,100,100,0
1873.99,0,0,0,100,-97,100,100,0
1876.77,0,0,0,100,-82,100,100,0
1879.55,0,0,0,100,-83,100,100,0
1882.33,0,0,0,100,-105,100,100,0
1885.14,0,0,0,100,-80,100,100,0
1887.91,0,0,0,100,-74,100,100,0
1890.68,0,0,0,100,-47,100,100,0
1893.48,0,0,0,100,-43,100,100,0
1896.28,0,0,0,100,-55,100,100,0
1899.06,0,0,0,100,-27,100,100,0
1901.84,0,0,0,100,-22,100,100,0
1904.62,0,0,0,100,-30,100,100,0
1907.40,0,0,0,100,-48,100,100,0
1910.16,0,0,0,100,-10,100,100,0
1912.95,0,0,0,100,-29,100,100,0
1915.73,0,0,0,100,-5,100,100,0
1918.46,0,0,0,100,-12,100,100,0
1921.24,0,0,0,100,-8,100,100,0
1923.96,0,0,0,100,15,100,100,0
1926.71,0,0,0,100,5,100,100,0
1929.42,0,0,0,100,-13,100,100,0
1932.18,0,0,0,100,16,100,100,0
1934.94,0,0,0,100,18,100,100,0
1937.70,0,0,0,100,25,100,100,0
1940.45,0,0,0,100,-183,100,100,0
1943.26,0,0,0,100,340,100,100,0
1946.08,0,0,0,100,-118,100,100,0
1948.90,0,0,0,100,67,100,100,0
1951.66,0,0,0,100,2,100,100,0
1954.38,0,0,0,100,397,100,100,0
1957.19,0,0,0,100,169,100,100,0
1959.99,0,0,0,100,354,100,100,0
1962.79,0,0,0,100,151,100,100,0
1965.60,0,0,0,100,338,100,100,0
1968.40,0,0,0,100,278,100,100,0
1971.19,0,0,0,100,469,100,100,0
1973.98,0,0,0,100,357,100,100,0
1976.80,0,0,0,100,445,100,100,0
1979.61,0,0,0,100,402,100,100,0
1982.41,0,0,0,100,528,100,100,0
1985.23,0,0,0,100,466,100,100,0
1988.04,0,0,0,100,528,100,100,0
1990.84,0,0,0,100,457,100,100,0
1993.63,0,0,0,100,478,100,100,0
1996.42,0,0,0,100,496,100,100,0
1999.21,0,0,0,100,585,100,100,0
2002.03,0,0,0,100,508,100,100,0
2004.86,0,0,0,100,440,100,100,0
2007.67,0,0,0,100,432,100,100,0
2010.47,0,0,0,100,512,100,100,0
2013.28,0,0,0,100,476,100,100,0
2016.08,0,0,0,100,502,100,100,0
2018.88,0,0,0,100,434,100,100,0
2021.69,0,0,0,100,391,100,100,0
2024.50,0,0,0,100,341,100,100,0
2027.30,0,0,0,100,398,100,100,0
2030.12,0,0,0,100,398,100,100,0
2032.93,0,0,0,100,344,100,100,0
2035.73,0,0,0,100,289,100,100,0
2038.53,0,0,0,100,274,100,100,0
2041.34,0,0,0,100,217,100,100,0
2044.15,0,0,0,100,234,100,100,0
2046.94,0,0,0,100,192,100,100,0
2049.75,0,0,0,100,106,100,100,0
2052.56,0,0,0,100,102,100,100,0
2055.36,0,0,0,100,109,100,100,0
2058.16,0,0,0,100,65,100,100,0
2060.92,0,0,0,100,2,100,100,0
2063.62,0,0,0,100,-16,100,100,0
2066.40,0,0,0,100,-58,100,100,0
2069.17,0,0,0,100,-58,100,100,0
2071.94,0,0,0,100,-95,100,100,0
2074.74,0,0,0,100,-139,100,100,0
2077.56,0,0,0,100,-177,100,100,0
2080.38,0,0,0,100,-87,100,100,0
2083.15,0,0,0,100,-65,100,100,0
2085.93,0,0,0,100,-160,100,100,0
2088.74,0,0,0,100,-134,100,100,0
2091.57,0,0,0,100,-160,100,100,0
2094.38,0,0,0,100,-186,100,100,0
2097.21,0,0,0,100,-133,100,100,0
2100.04,0,0,0,100,-102,100,100,0
2102.85,0,0,0,100,-85,100,100,0
2105.62,0,0,0,100,-80,100,100,0
2108.40,0,0,0,100,-131,100,100,0
2111.21,0,0,0,100,-114,100,100,0
2114.05,0,0,0,100,-157,100,100,0
2116.87,0,0,0,100,-75,100,100,0
2119.66,0,0,0,100,-117,100,100,0
2122.48,0,0,0,100,-69,100,100,0
2125.26,0,0,0,100,-70,100,100,0
2128.03,0,0,0,100,-86,100,100,0
2130.80,0,0,0,100,-96,100,100,0
2133.56,0,0,0,100,-104,100,100,0
2136.38,0,0,0,100,-55,100,100,0
2139.15,0,0,0,100,-34,100,100,0
2141.92,0,0,0,100,-42,100,100,0
2144.71,0,0,0,100,-11,100,100,0
2147.48,0,0,0,100,-45,100,100,0
2150.27,0,0,0,100,-36,100,100,0
2153.05,0,0,0,100,-8,100,100,0
2155.79,0,0,0,100,-26,100,100,0
2158.56,0,0,0,100,-37,100,100,0
2161.34,0,0,0,100,-31,100,100,0
2164.12,0,0,0,100,-50,100,100,0
2166.90,0,0,0,100,14,100,100,0
2169.66,0,0,0,100,12,100,100,0
2172.43,0,0,0,100,-22,100,100,0
2175.20,0,0,0,100,142,100,100,0
2178.01,0,0,0,100,127,100,100,0
2180.81,0,0,0,100,144,100,100,0
2183.62,0,0,0,100,54,100,100,0
2186.38,0,0,0,100,57,100,100,0
2189.12,0,0,0,100,183,100,100,0
2191.93,0,0,0,100,263,100,100,0
2194.73,0,0,0,100,298,100,100,0
2197.54,0,0,0,100,196,100,100,0
2200.35,0,0,0,100,252,100,100,0
2203.16,0,0,0,100,320,100,100,0
2205.96,0,0,0,100,309,100,100,0
2208.74,0,0,0,100,297,100,100,0
2211.53,0,0,0,100,319,100,100,0
2214.33,0,0,0,100,381,100,100,0
2217.14,0,0,0,100,384,100,100,0
2219.94,0,0,0,100,433,100,100,0
2222.74,0,0,0,100,395,100,100,0
2225.54,0,0,0,100,385,100,100,0
2228.36,0,0,0,100,380,100,100,0
2231.16,0,0,0,100,457,100,100,0
2233.96,0,0,0,100,440,100,100,0
2236.76,0,0,0,100,422,100,100,0
2239.58,0,0,0,100,395,100,100,0
2242.38,0,0,0,100,415,100,100,0
2245.20,0,0,0,100,432,100,100,0
2248.01,0,0,0,100,478,100,100,0
2250.82,0,0,0,100,403,100,100,0
2253.63,0,0,0,100,383,100,100,0
2256.44,0,0,0,100,345,100,100,0
2259.24,0,0,0,100,349,100,100,0
2262.02,0,0,0,100,347,100,100,0
2264.83,0,0,0,100,372,100,100,0
2267.65,0,0,0,100,330,100,100,0
2270.46,0,0,0,100,254,100,100,0
2273.25,0,0,0,100,218,100,100,0
2276.05,0,0,0,100,231,100,100,0
2278.85,0,0,0,100,208,100,100,0
2281.65,0,0,0,100,220,100,100,0
2284.44,0,0,0,100,178,100,100,0
2287.24,0,0,0,100,114,100,100,0
2290.03,0,0,0,100,59,100,100,0
2292.81,0,0,0,100,92,100,100,0
2295.55,0,0,0,100,52,100,100,0
2298.33,0,0,0,100,41,100,100,0
2301.09,0,0,0,100,7,100,100,0
2303.79,0,0,0,100,-37,100,100,0
2306.57,0,0,0,100,-39,100,100,0
2309.34,0,0,0,100,-109,100,100,0
2312.16,0,0,0,100,-122,100,100,0
2314.99,0,0,0,100,-99,100,100,0
2317.77,0,0,0,100,-106,100,100,0
2320.58,0,0,0,100,-91,100,100,0
2323.35,0,0,0,100,-50,100,100,0
2326.12,0,0,0,100,-120,100,100,0
2328.94,0,0,0,100,-115,100,100,0
2331.78,0,0,0,100,-156,100,100,0
2334.61,0,0,0,100,-177,100,100,0
2337.43,0,0,0,100,-146,100,100,0
2340.24,0,0,0,100,-95,100,100,0
2343.03,0,0,0,100,-102,100,100,0
2345.85,0,0,0,100,-63,100,100,0
2348.62,0,0,0,100,-84,100,100,0
2351.40,0,0,0,100,-137,100,100,0
2354.22,0,0,0,100,-49,100,100,0
2356.99,0,0,0,100,-72,100,100,0
2359.78,0,0,0,100,-69,100,100,0
2362.55,0,0,0,100,-108,100,100,0
2365.37,0,0,0,100,-36,100,100,0
2368.15,0,0,0,100,-54,100,100,0
2370.92,0,0,0,100,-41,100,100,0
2373.72,0,0,0,100,-47,100,100,0
2376.50,0,0,0,100,-26,100,100,0
2379.28,0,0,0,100,-16,100,100,0
2382.05,0,0,0,100,-30,100,100,0
2384.83,0,0,0,100,3,100,100,0
2387.54,0,0,0,100,-20,100,100,0
2390.30,0,0,0,100,-25,100,100,0
2393.08,0,0,0,100,181,100,100,0
2395.88,0,0,0,100,72,100,100,0
2398.66,0,0,0,100,122,100,100,0
2401.46,0,0,0,100,-2,100,100,0
2404.18,0,0,0,100,171,100,100,0
2407.00,0,0,0,100,102,100,100,0
2409.80,0,0,0,100,200,100,100,0
2412.61,0,0,0,100,141,100,100,0
2415.42,0,0,0,100,213,100,100,0
2418.23,0,0,0,100,194,100,100,0
2421.02,0,0,0,100,297,100,100,0
2423.82,0,0,0,100,236,100,100,0
2426.62,0,0,0,100,316,100,100,0
2429.44,0,0,0,100,251,100,100,0
2432.26,0,0,0,100,348,100,100,0
2435.06,0,0,0,100,286,100,100,0
2437.86,0,0,0,100,346,100,100,0
2440.66,0,0,0,100,294,100,100,0
2443.46,0,0,0,100,397,100,100,0
2446.25,0,0,0,100,363,100,100,0
2449.05,0,0,0,100,417,100,100,0
2451.84,0,0,0,100,389,100,100,0
2454.66,0,0,0,100,393,100,100,0
2457.46,0,0,0,100,372,100,100,0
2460.27,0,0,0,100,364,100,100,0
2463.07,0,0,0,100,402,100,100,0
2465.88,0,0,0,100,409,100,100,0
2468.69,0,0,0,100,358,100,100,0
2471.50,0,0,0,100,350,100,100,0
2474.30,0,0,0,100,314,100,100,0
2477.12,0,0,0,100,307,100,100,0
2479.90,0,0,0,100,340,100,100,0
2482.72,0,0,0,100,305,100,100,0
2485.53,0,0,0,100,288,100,100,0
2488.33,0,0,0,100,273,100,100,0
2491.13,0,0,0,100,242,100,100,0
2493.94,0,0,0,100,233,100,100,0
2496.76,0,0,0,100,209,100,100,0
2499.55,0,0,0,100,197,100,100,0
2502.34,0,0,0,100,151,100,100,0
2505.14,0,0,0,100,152,100,100,0
2507.95,0,0,0,100,116,100,100,0
2510.76,0,0,0,100,56,100,100,0
2513.52,0,0,0,100,82,100,100,0
2516.28,0,0,0,100,59,100,100,0
2519.04,0,0,0,100,37,100,100,0
2521.80,0,0,0,100,29,100,100,0
2524.56,0,0,0,100,14,100,100,0
2527.32,0,0,0,100,-7,100,100,0
2530.05,0,0,0,100,-64,100,100,0
2532.82,0,0,0,100,-76,100,100,0
2535.60,0,0,0,100,-47,100,100,0
2538.38,0,0,0,100,-53,100,100,0
2541.15,0,0,0,100,-113,100,100,0
2543.97,0,0,0,100,-130,100,100,0
2546.81,0,0,0,100,-126,100,100,0
2549.63,0,0,0,100,-85,100,100,0
2552.41,0,0,0,100,-113,100,100,0
2555.24,0,0,0,100,-109,100,100,0
2558.07,0,0,0,100,-98,100,100,0
2560.84,0,0,0,100,-148,100,100,0
2563.66,0,0,0,100,-106,100,100,0
2566.47,0,0,0,100,-116,100,100,0
2569.28,0,0,0,100,-106,100,100,0
2572.10,0,0,0,100,-44,100,100,0
2574.88,0,0,0,100,-56,100,100,0
2577.66,0,0,0,100,-62,100,100,0
2580.44,0,0,0,100,-57,100,100,0
2583.22,0,0,0,100,-68,100,100,0
2586.00,0,0,0,100,-63,100,100,0
2588.78,0,0,0,100,-9,100,100,0
2591.51,0,0,0,100,-34,100,100,0
2594.28,0,0,0,100,-28,100,100,0
2597.06,0,0,0,100,-16,100,100,0
2599.84,0,0,0,100,20,100,100,0
2602.59,0,0,0,100,130,100,100,0
2605.39,0,0,0,100,54,100,100,0
2608.16,0,0,0,100,63,100,100,0
2610.90,0,0,0,100,43,100,100,0
2613.66,0,0,0,100,32,100,100,0
2616.43,0,0,0,100,109,100,100,0
2619.22,0,0,0,100,135,100,100,0
2622.03,0,0,0,100,205,100,100,0
2624.84,0,0,0,100,155,100,100,0
2627.64,0,0,0,100,185,100,100,0
2630.45,0,0,0,100,214,100,100,0
2633.26,0,0,0,100,244,100,100,0
2636.06,0,0,0,100,234,100,100,0
2638.85,0,0,0,100,258,100,100,0
2641.65,0,0,0,100,298,100,100,0
2644.47,0,0,0,100,289,100,100,0
2647.28,0,0,0,100,301,100,100,0
2650.07,0,0,0,100,340,100,100,0
2652.88,0,0,0,100,349,100,100,0
2655.69,0,0,0,100,342,100,100,0
2658.48,0,0,0,100,359,100,100,0
2661.27,0,0,0,100,360,100,100,0
2664.07,0,0,0,100,379,100,100,0
2666.86,0,0,0,100,363,100,100,0
2669.67,0,0,0,100,349,100,100,0
2672.47,0,0,0,100,339,100,100,0
2675.28,0,0,0,100,382,100,100,0
2678.09,0,0,0,100,410,100,100,0
2680.90,0,0,0,100,365,100,100,0
2683.70,0,0,0,100,310,100,100,0
2686.50,0,0,0,100,303,100,100,0
2689.30,0,0,0,100,352,100,100,0
2692.10,0,0,0,100,314,100,100,0
2694.89,0,0,0,100,336,100,100,0
2697.71,0,0,0,100,282,100,100,0
2700.52,0,0,0,100,248,100,100,0
2703.31,0,0,0,100,222,100,100,0
2706.12,0,0,0,100,208,100,100,0
2708.93,0,0,0,100,227,100,100,0
2711.72,0,0,0,100,180,100,100,0
2714.51,0,0,0,100,154,100,100,0
2717.31,0,0,0,100,159,100,100,0
2720.10,0,0,0,100,121,100,100,0
2722.92,0,0,0,100,110,100,100,0
2725.73,0,0,0,100,83,100,100,0
2728.49,0,0,0,100,42,100,100,0
2731.26,0,0,0,100,40,100,100,0
2734.01,0,0,0,100,27,100,100,0
2736.78,0,0,0,100,-20,100,100,0
2739.54,0,0,0,100,-13,100,100,0
2742.32,0,0,0,100,-60,100,100,0
2745.10,0,0,0,100,-58,100,100,0
2747.87,0,0,0,100,-59,100,100,0
2750.66,0,0,0,100,-49,100,100,0
2753.44,0,0,0,100,-118,100,100,0
2756.25,0,0,0,100,-132,100,100,0
2759.06,0,0,0,100,-113,100,100,0
2761.89,0,0,0,100,-94,100,100,0
2764.68,0,0,0,100,-79,100,100,0
2767.46,0,0,0,100,-85,100,100,0
2770.23,0,0,0,100,-107,100,100,0
2773.06,0,0,0,100,-132,100,100,0
2775.88,0,0,0,100,-104,100,100,0
2778.70,0,0,0,100,-114,100,100,0
2781.52,0,0,0,100,-90,100,100,0
2784.30,0,0,0,100,-71,100,100,0
2787.07,0,0,0,100,-72,100,100,0
2789.85,0,0,0,100,-75,100,100,0
2792.64,0,0,0,100,-67,100,100,0
2795.42,0,0,0,100,-35,100,100,0
2798.20,0,0,0,100,-23,100,100,0
2800.97,0,0,0,100,-5,100,100,0
2803.71,0,0,0,100,-47,100,100,0
2806.48,0,0,0,100,21,100,100,0
2809.26,0,0,0,100,-55,100,100,0
2812.02,0,0,0,100,95,100,100,0
2814.78,0,0,0,100,33,100,100,0
2817.55,0,0,0,100,99,100,100,0
2820.30,0,0,0,100,45,100,100,0
2823.06,0,0,0,100,106,100,100,0
2825.85,0,0,0,100,105,100,100,0
2828.64,0,0,0,100,174,100,100,0
2831.45,0,0,0,100,122,100,100,0
2834.24,0,0,0,100,197,100,100,0
2837.06,0,0,0,100,162,100,100,0
2839.87,0,0,0,100,231,100,100,0
2842.69,0,0,0,100,239,100,100,0
2845.50,0,0,0,100,266,100,100,0
2848.30,0,0,0,100,262,100,100,0
2851.10,0,0,0,100,301,100,100,0
2853.90,0,0,0,100,313,100,100,0
2856.69,0,0,0,100,348,100,100,0
2859.51,0,0,0,100,342,100,100,0
2862.32,0,0,0,100,322,100,100,0
2865.12,0,0,0,100,349,100,100,0
2867.93,0,0,0,100,393,100,100,0
2870.74,0,0,0,100,383,100,100,0
2873.53,0,0,0,100,365,100,100,0
2876.32,0,0,0,100,367,100,100,0
2879.12,0,0,0,100,348,100,100,0
2881.92,0,0,0,100,369,100,100,0
2884.73,0,0,0,100,375,100,100,0
2887.54,0,0,0,100,380,100,100,0
2890.35,0,0,0,100,310,100,100,0
2893.15,0,0,0,100,318,100,100,0
2895.96,0,0,0,100,285,100,100,0
2898.78,0,0,0,100,299,100,100,0
2901.58,0,0,0,100,289,100,100,0
2904.37,0,0,0,100,260,100,100,0
2907.18,0,0,0,100,248,100,100,0
2909.97,0,0,0,100,237,100,100,0
2912.79,0,0,0,100,193,100,100,0
2915.59,0,0,0,100,178,100,100,0
2918.40,0,0,0,100,226,100,100,0
2921.20,0,0,0,100,147,100,100,0
2924.00,0,0,0,100,183,100,100,0
2926.80,0,0,0,100,107,100,100,0
2929.59,0,0,0,100,81,100,100,0
2932.34,0,0,0,100,73,100,100,0
2935.09,0,0,0,100,70,100,100,0
2937.86,0,0,0,100,45,100,100,0
2940.61,0,0,0,100,41,100,100,0
2943.36,0,0,0,100,-8,100,100,0
2946.10,0,0,0,100,22,100,100,0
2948.86,0,0,0,100,4,100,100,0
2951.56,0,0,0,100,-32,100,100,0
2954.34,0,0,0,100,-44,100,100,0
2957.12,0,0,0,100,-24,100,100,0
2959.92,0,0,0,100,-72,100,100,0
2962.69,0,0,0,100,-44,100,100,0
2965.48,0,0,0,100,-86,100,100,0
2968.26,0,0,0,100,-115,100,100,0
2971.08,0,0,0,100,-118,100,100,0
2973.90,0,0,0,100,-93,100,100,0
2976.68,0,0,0,100,-82,100,100,0
2979.45,0,0,0,100,-120,100,100,0
2982.26,0,0,0,100,-129,100,100,0
2985.09,0,0,0,100,-88,100,100,0
2987.87,0,0,0,100,-86,100,100,0
2990.65,0,0,0,100,-68,100,100,0
2993.43,0,0,0,100,-54,100,100,0
2996.22,0,0,0,100,-70,100,100,0
2999.00,0,0,0,100,-87,100,100,0
